Phrase n°,Temoin,dracula1.txt,dracula2.txt
1328,"Pensée qui, en m’affolant, devenait pour moi littéralement insupportable",=,=
1329,"Il me fallait débarrasser le monde d’un tel monstre",=,=
1330,"Je n’avais pas d’arme sous la main, mais je saisis une pelle dont les ouvriers s’étaient servis pour remplir les caisses et, la soulevant bien haut, je frappai avec le tranchant l’odieux visage",=,=
1331,"Mais, à l’instant même, la tête tourna légèrement, les yeux, brillant de tout leur éclat venimeux, rencontrèrent les miens",=,=
1332,"Je demeurai comme paralysé ; la pelle tournoya dans mes mains, et ne fit qu’effleurer le visage, mais entailla profondément le front",=,=
1333,"Puis la pelle m’échappa, tomba sur la caisse et, comme je voulais la retirer, elle accrocha le couvercle qui retomba, me cachant l’affreux spectacle",=,=
1334,"Le dernier détail que j’en vis, fut le visage boursouflé couvert de sang, marqué de ce sourire méchant qui venait, eût-on dit, des profondeurs de l’enfer",=,=
1335,"Je réfléchissais, je réfléchissais à ce que j’allais faire, mais j’étais incapable de penser, et j’attendis, de plus en plus découragé",=,=
1336,"Je restai là, quand soudain j’entendis au loin un chant que chantaient plusieurs tziganes, et ce chant se rapprochait, et avec lui des bruits de roues et des claquements de fouets",=,=
1337,"Les tziganes et les Slovaques dont le comte m’avait parlé, arrivaient",=,=
1338,"Après avoir jeté un dernier regard autour de moi puis à la caisse qui contenait le corps odieux, je regagnai en courant la chambre du comte, bien décidé à m’enfuir au moment où s’ouvrirait la porte d’entrée",=,=
1339,"J’écoutai attentivement ; j’entendis, au rez-de-chaussée, grincer la clef dans l’énorme serrure et s’ouvrir le lourd battant",=,=
1340,"Ou bien il devait y avoir d’autres entrées dans le château, ou bien quelqu’un avait la clef d’une des portes",=,=
1341,"Puis j’entendis croître et décroître le bruit de nombreux pas dans un des couloirs",=,=
1342,"Je me retournai, pour courir à nouveau vers le caveau où, qui sait",=,=
1343,"Il y avait peut-être une issue que je n’avais pas vue",=,=
1344,"Mais, à ce moment, un violent courant d’air referma la porte qui donnait accès à l’escalier en colimaçon et, du coup, toute la poussière s’envola",=,=
1345,"Quand je me précipitai pour ouvrir cette porte, je la trouvai fermée à clef",=,=
1346,"J’étais à nouveau prisonnier ; le filet du destin se resserrait de plus en plus autour de moi",=,=
1347,"Tandis que j’écris, j’entends dans le couloir, en bas, que l’on marche lourdement et qu’on laisse tomber… oui… ce sont sans doute les caisses remplies de terre",=,=
1348,"Puis, un bruit de marteau ; on cloue le couvercle de la fameuse caisse",=,=
1349,"Maintenant, j’entends les pas dans le corridor, suivis d’autres pas qui me semblent plus légers",=,=
1350,"On referme la porte ; on remet les chaînes ; on tourne la clef dans la serrure ; on la retire de la serrure ; puis on ouvre et on referme une autre porte ; j’entends tourner la clef et pousser le verrou",=,=
1351,"Écoutez",=,=
1352,"Dans la cour et, au-delà, dans le sentier rocailleux, passent et s’éloignent les charrettes ; je les entends qui roulent et j’entends les fouets qui claquent",=,=
1353,"Et le chant des tziganes s’éteint et meurt peu à peu à mes oreilles",=,=
1354,"Je suis seul dans le château, seul avec ces trois femmes",=,=
1355,"Des femmes",=,=
1356,"Mina est une femme et, entre Mina et elles, il n’y a rien de commun",=,=
1357,"Elles, ce sont des démons",=,=
1358,"Mais je ne resterai pas seul avec elles",=,=
1359,"Je tenterai de ramper le long des mur, plus loin que je ne l’ai jamais fait encore ; et j’emporterai des pièces d’or : je pourrais en avoir besoin plus tard",=,=
1360,"Il faut absolument que je quitte le château",=,=
1361,"Alors, je repartirai vers les miens",=,=
1362,"Le premier train, et le plus rapide, m’emportera loin de ce lieu maudit, loin de cette terre maudite où le diable et ses créatures vivent comme s’ils étaient de ce monde",=,=
1363,"Heureusement, la miséricorde de Dieu est préférable à la mort sous la dent de ces monstres, et le précipice est haut, escarpé",=,=
1364,"Au bas, un homme peut s’endormir – comme un homme",=,=
1365,"Adieu, vous tous",=,=
1366,"Mina",=,=
1367,"V      Lettre de Miss Mina Murray    à Miss Lucy Westenra     9 mai   « Ma très chère Lucy,  « Pardonne mon long silence, mais c’est bien simple, j’ai été littéralement accablée de travail",=,"Chapitre 5      Lettre de Miss Mina Murray à Miss Lucy Westenra      9 mai     « Ma très chère Lucy,  « Pardonne mon long silence, mais c’est bien simple, j’ai été littéralement accablée de travail"
1368,"La vie d’une institutrice n’est pas toujours commode",=,=
1369,"J’ai hâte d’être avec toi, au bord de la mer, pour bavarder sans fin et bâtir nos châteaux en Espagne",=,=
1370,"Oui, j’ai beaucoup travaillé ces temps-ci parce que je veux pouvoir collaborer avec Jonathan ; j’étudie assidûment la sténographie ; de cette façon, quand nous serons mariés, je pourrai l’aider, prendre en sténo toutes ses notes et les dactylographier ensuite, car j’apprends également à écrire à la machine : j’y passe des heures entières",=,=
1371,"D’ailleurs, il nous arrive parfois, à tous deux, de sténographier nos lettres, et je sais qu’en voyage il tient un journal sténographié, lui aussi",=,=
1372,"Quand je serai chez toi, je ferai de même ; je commencerai un journal, y écrirai chaque fois que j’en aurai envie, et j’y mettrai tout ce qui me passera par la tête",=,=
1373,"Je ne pense pas qu’il intéressera beaucoup les autres : ce n’est du reste pas à leur intention que je le tiendrai",=,=
1374,"Peut-être le montrerai-je un jour à Jonathan si un passage ou l’autre en vaut la peine, mais ce sera pour moi avant tout comme un cahier d’exercices",=,=
1375,"Je voudrais faire ce que font les femmes journalistes : prendre des interviews, décrire ce que j’ai vu, essayer de me rappeler les conversations entendues, et les rapporter fidèlement",=,=
1376,"On me dit que, avec un peu de pratique, on se souvient aisément de tout ce qui s’est passé, de tout ce qu’on a entendu au cours d’une journée",=,=
1377,"Enfin, nous verrons… Je me réjouis de te parler de mes petits projets",=,=
1378,"Je viens justement de recevoir un mot de Jonathan, qui est toujours en Transylvanie",=,=
1379,"Il va bien, et il sera ici dans une semaine environ",=,=
1380,"Je voudrais déjà l’entendre me raconter tout son voyage",=,=
1381,"Cela doit être merveilleux, de voir tant de pays",=,=
1382,"Je me demande si un jour nous voyagerons ensemble : je veux dire Jonathan et moi",=,=
1383,"Dix heures sonnent",=,=
1384,"Au revoir",=,=
1385,"« Affectueusement à toi,  « MINA  « P",=,=
1386,"S",=,=
1387,"Quand tu m’écriras, dis-moi tout",=,=
1388,"Cela ne t’est plus arrivé depuis longtemps",=,=
1389,"Je crois avoir entendu parler d’un beau grand jeune homme aux cheveux bouclés",=,=
1390,"",=,=
1391,"»      Lettre de Lucy Westenra    à Mina Murray     Mercredi, 17, Chatham Street   « Ma très chère Mina,  « Avoue que ton reproche n’est pas fondé : je t’ai écrit deux fois depuis que nous nous sommes quittées, et ta dernière lettre était seulement la deuxième que tu m’envoyais",=,"»      Lettre de Lucy Westenra à Mina Murray      Mercredi, 17, Chatham Street     « Ma très chère Mina,  « Avoue que ton reproche n’est pas fondé : je t’ai écrit deux fois depuis que nous nous sommes quittées, et ta dernière lettre était seulement la deuxième que tu m’envoyais"
1392,"En outre, je n’ai rien de nouveau à te dire, rien, vraiment, qui puisse t’intéresser",=,=
1393,"Nous sortons beaucoup, soit pour aller visiter des expositions de tableaux, soit pour faire dans le parc des promenades à pied ou à cheval",=,=
1394,"En ce qui concerne le grand jeune homme aux cheveux bouclés, je suppose que tu fais allusions à celui qui m’accompagnait au dernier concert",=,=
1395,"Des bruits ont évidemment couru… C’était M",=,=
1396,"Holmwood",=,=
1397,"Il vient souvent en visite chez nous, et maman et lui s’entendent très bien ; ils s’intéressent aux mêmes choses",=,=
1398,"J’y pense ; nous avons récemment rencontré quelqu’un qui serait comme on dit, fait pour toi, si tu n’étais pas déjà fiancée à Jonathan",=,=
1399,"C’est un excellent parti",=,=
1400,"Un jeune homme beau, élégant, riche, et de très bonne naissance",=,=
1401,"Il est médecin et très intelligent",=,=
1402,"Figure-toi qu’il n’a que vingt-neuf ans et qu’il dirige un hospice d’aliénés très important",=,=
1403,"M",=,=
1404,"Holmwood me l’a présenté, et lui aussi, maintenant, a pris l’habitude de nous faire visite",=,=
1405,"Je crois que c’est l’homme le plus ferme, le plus résolu que je connaisse, mais en même temps le plus calme",=,=
1406,"Il semble être d’un caractère imperturbable",=,=
1407,"J’imagine le pouvoir étonnant qu’il doit exercer sur ses malades",=,=
1408,"Il vous regarde toujours dans les yeux, comme s’il voulait lire vos pensées",=,=
1409,"Il agit souvent de la sorte à mon égard, mais je me flatte de pouvoir dire qu’il n’a pas encore atteint son but",=,=
1410,"« Il me suffit de me regarder dans mon miroir",=,=
1411,"As-tu jamais essayé de lire sur ton propre visage",=,=
1412,"Moi, je l’ai fait, et je t’assure que ce n’est pas perdre son temps, mais c’est bien plus difficile qu’on ne le croit avant d’avoir essayé",=,=
1413,"Ce médecin prétend que je suis pour lui un cas psychologique assez curieux et, en toute humilité, je pense qu’il a raison",=,=
1414,"Mais la psychologie",=,=
1415,"Tu le sais, je ne m’intéresse pas assez à la mode pour pouvoir décrire ce qui se porte",=,=
1416,"La mode est une scie",=,=
1417,"C’est là une façon de parler, de l’argot, peu importe, comme dit Arthur… Voilà toutes les nouvelles",=,=
1418,"« Mina, depuis l’enfance, nous nous sommes toujours dit l’une à l’autre tous nos secrets ; nous avons dormi ensemble, pris nos repas ensemble, ri et pleuré ensemble ; et maintenant que j’ai bavardé avec toi, je voudrais bavarder encore",=,=
1419,"Oh",=,=
1420,"Mina, n’as-tu pas deviné",=,=
1421,"Je l’aime",=,=
1422,"Je rougis en écrivant ces mots, car, si j’ai des raisons de croire que lui m’aime aussi, il ne me l’a pas encore dit",=,=
1423,"Mina, je l’aime",=,=
1424,"Je l’aime",=,=
1425,"Je l’aime",=,=
1426,"Voilà",=,=
1427,"Écrire ce mot me fait du bien",=,=
1428,"« Que ne suis-je avec toi, ma chérie, assise près du feu en déshabillé comme nous en avions l’habitude ; nous parlerions, et j’essaierais de t’expliquer tout ce que j’éprouve",=,=
1429,"Je ne sais pas comment j’ose faire de telles confidences, même à toi… J’ai peur de m’arrêter d’écrire, car alors je déchirerais peut-être cette lettre et, d’autre part, je ne veux pas m’arrêter d’écrire, car je désire tant tout te raconter",=,=
1430,"Réponds-moi immédiatement, dis-moi franchement tout ce que tu penses",=,=
1431,"Mina, il faut bien que je m’arrête… Bonsoir",=,=
1432,"Prie pour moi, Mina, et prie pour mon bonheur",=,=
1433,"« Lucy",=,=
1434,"« P",=,=
1435,"S",=,=
1436,"Inutile de te dire, n’est-ce pas, que ceci est un secret",=,=
1437,"Bonsoir, encore",=,=
1438,"L",=,=
1439,"Lettre de Lucy Westenra    à Mina Murray     24 mai   « Ma très chère Mina,  « Merci, merci et encore merci pour ta gentille lettre",=,"Lettre de Lucy Westenra à Mina Murray      24 mai     « Ma très chère Mina,  « Merci, merci et encore merci pour ta gentille lettre"
1440,"Je suis si heureuse de me confier à toi et de savoir que tu me comprends",=,=
1441,"Ma chérie, un bonheur ne vient jamais seul",=,=
1442,"Comme les vieux proverbes disent vrai",=,=
1443,"J’aurai vingt ans en septembre et, jusqu’à ce jour, personne ne m’avait jamais demandée en mariage, du moins, jamais sérieusement ; et voici qu’aujourd’hui j’ai reçu trois propositions de mariage",=,=
1444,"Oui, trois propositions en une seule journée",=,=
1445,"N’est-ce pas terrible",=,=
1446,"Je suis si triste, si sincèrement triste pour deux pauvres garçons",=,=
1447,"Oh",=,=
1448,"Mina, mon bonheur est tel que je ne sais que faire… Trois demandes en mariage",=,=
1449,"Ne le raconte surtout pas à nos amies : elles pourraient se mettre en tête toutes sortes d’idées extravagantes, se croire offensées, dédaignées, si durant la première journée de vacances qu’elles passent chez elles, elles n’en recevaient pas moins de six",=,=
1450,"Il y a des jeunes filles si légères, si vaines",=,=
1451,"Tandis que nous, ma chère Mina, qui sommes fiancées et sur le point de nous établir sagement dans le mariage, nous méprisons pareille vanité",=,=
1452,"… Mais, il faut que je te parle de tous les trois… Tu me promets, n’est-ce pas, de garder le secret",=,=
1453,"Jonathan, lui, évidemment, tu peux le mettre au courant… lui seul… Car s’il s’agissait de toi, moi, j’en parlerais certainement à Arthur",=,=
1454,"Une femme doit tout dire à son mari, n’est-ce pas, chère",=,=
1455,"Et mon premier désir est de ne pas avoir de secret pour le mien",=,=
1456,"Un homme – et ils sont tous pareils – aime que les femmes, et surtout la sienne, soient sincères ; mais les femmes, je le crains, ne sont pas toujours aussi franches qu’elles devraient l’être",=,=
1457,"Eh bien",=,=
1458,"ma chère, voilà : le numéro un est arrivé vers midi, au moment où nous allions nous mettre à table pour déjeuner",=,=
1459,"Je t’ai déjà parlé de lui : c’est le Dr John Seward, le directeur de l’hospice d’aliénés, un homme à la forte mâchoire et au front très haut",=,=
1460,"D’apparence, il était parfaitement calme, mais je le devinais plutôt nerveux",=,=
1461,"Il s’était évidemment tracé une ligne de conduite dont il voulait ne rien oublier ; néanmoins, il faillit presque s’asseoir sur son chapeau haut de forme, ce que les hommes, en général, ne font pas quand ils sont de sang-froid ; puis, afin de paraître à son aise, il s’est mis à jouer avec un bistouri… je ne sais pas comment je n’ai pas crié d’effroi en voyant cela",=,=
1462,"Mais, Mina, il m’a parlé sans détours",=,=
1463,"Il m’a dit combien il tenait à moi, bien qu’il ne me connaisse que depuis si peu de temps, et que sa vie lui semblerait merveilleuse si j’étais à ses côtés pour l’aider, l’encourager, le réconforter",=,=
1464,"Il désirait me faire comprendre quelle serait l’étendue de son malheur si je le repoussais, mais, quand il vit mes larmes, il s’écria qu’il était une brute, qu’il ne voulait pas ajouter à mon chagrin",=,=
1465,"Il me demanda seulement si, le temps aidant, je pourrais l’aimer",=,=
1466,"Je secouai la tête, ses mains se mirent à trembler et, non sans quelques hésitations, il chercha à savoir si j’aimais déjà ailleurs",=,=
1467,"Mais il s’exprima très poliment, disant que pour rien au monde il ne voudrait m’arracher une confidence ; il demandait simplement si mon cœur était libre parce que, dit-il, quand le cœur d’une femme est libre, l’homme qui l’aime peut garder quelque espoir",=,"Mais il s’exprima très poliment, disant que pour rien au monde il ne voudrait m’arracher une confidence ; il demandait simplement si mon coeur était libre parce que, dit-il, quand le coeur d’une femme est libre, l’homme qui l’aime peut garder quelque espoir"
1468,"Alors, Mina, j’ai senti qu’il était de mon devoir de lui avouer que, en effet, j’aimais quelqu’un",=,=
1469,"Aussitôt, il s’est levé, l’air très grave et toujours aussi calme tandis qu’il me prenait les deux mains en me souhaitant beaucoup de bonheur",=,=
1470,"Il ajouta que si j’avais jamais besoin d’un ami, d’un ami très dévoué, je pourrais compter sur lui",=,=
1471,"Oh",=,=
1472,"Ma chère Mina, en t’écrivant, je ne puis pas encore m’empêcher de pleurer ; tu pardonneras, n’est-ce pas, les traces de mes larmes sur cette lettre",=,=
1473,"Être demandée en mariage, c’est charmant, et tout, et tout, mais je t’assure on n’est pas tout à fait heureuse quand on a vu un pauvre garçon qui vous aime sincèrement s’en aller le cœur brisé… quand on sait parfaitement que, quoi qu’il puisse dire au moment même, on disparaîtra complètement de sa vie",=,"Être demandée en mariage, c’est charmant, et tout, et tout, mais je t’assure on n’est pas tout à fait heureuse quand on a vu un pauvre garçon qui vous aime sincèrement s’en aller le coeur brisé… quand on sait parfaitement que, quoi qu’il puisse dire au moment même, on disparaîtra complètement de sa vie"
1474,"Ma chérie, je m’arrête, je suis incapable d’en écrire davantage, je suis très triste, et pourtant si heureuse",=,=
1475,"« Le soir  « Arthur vient de partir, et je me sens beaucoup, beaucoup mieux qu’au moment où j’ai interrompu cette lettre",=,=
1476,"Je vais donc continuer à te raconter ma journée",=,=
1477,"Le numéro deux est arrivé après le déjeuner",=,=
1478,"C’est un garçon absolument charmant, un Américain du Texas, et il paraît si jeune que l’on se demande s’il est possible qu’il ait déjà vu tant de pays et tant de choses",=,=
1479,"Je comprends la pauvre Desdémone, et ce qu’elle a dû éprouver quand elle entendait tant de longues histoires séduisantes, même racontées par un Noir",=,=
1480,"Nous, les femmes nous avons sans doute tellement peur de tout que nous pensons tout de suite qu’un homme nous rassurera, nous protégera, et nous l’épousons",=,=
1481,"Si j’étais un homme, je sais parfaitement ce que je ferais pour gagner le cœur d’une jeune fille… Mais non, au fond, je ne le sais pas, car si M",=,"Si j’étais un homme, je sais parfaitement ce que je ferais pour gagner le coeur d’une jeune fille… Mais non, au fond, je ne le sais pas, car si M"
1482,"Morris (c’est l’Américain) nous raconte toutes ses aventures, Arthur ne raconte jamais rien, et pourtant… Mais, ma chérie, je vais trop vite… M",=,=
1483,"Quincey P",=,=
1484,"Morris m’a trouvée seule",=,=
1485,"Quand un homme rencontre une fille, elle est toujours seule… comme par hasard",=,=
1486,"Non, ce n’est pas tout à fait vrai, car Arthur, à deux reprises, s’est arrangé pour me trouver seule et je l’ai aidé : le hasard n’y était pour rien, je ne rougis pas de l’avouer maintenant",=,=
1487,"Je dois te dire pour commencer que M",=,=
1488,"Morris ne parle pas toujours argot ; de fait, il ne le fait jamais devant les étrangers, car il est fort bien élevé et ses manières sont des plus distinguées",=,=
1489,"Mais il s’est aperçu que je trouverais amusant de l’entendre parler l’argot américain, et, quand personne n’est là qui puisse en être choqué, il dit des choses si drôles",=,=
1490,"Je me demande même, ma chérie, s’il n’invente pas toutes ses tournures, car elles signifient toujours exactement ce qu’il veut dire",=,=
1491,"Mais il faut avoir l’habitude de parler argot… Je ne sais pas si je m’y mettrai jamais… d’ailleurs, j’ignore si cela plairait à Arthur, je ne lui ai jamais encore entendu employer un seul mot d’argot",=,=
1492,"Bon, M",=,=
1493,"Morris s’assit donc à côté de moi, l’air heureux et joyeux, encore que très nerveux, je m’en aperçus tout de suite",=,=
1494,"Il me prit la main et, la serrant longuement, il me dit sur un ton très, très doux :  « – Miss Lucy, je ne suis même pas digne, je le sais, de nouer les lacets de vos jolis souliers, mais je pense que si vous attendez de trouver un homme qui le soit, vous attendrez encore longtemps",=,=
1495,"Ne voulez-vous pas que nous fassions route ensemble, oui, que nous descendions ensemble cette longue, longue route, côte à côte, sous le harnais",=,=
1496,"« Il paraissait d’humeur si gaie, vraiment, que j’eus l’impression que si je refusais son offre, il en serait beaucoup moins affecté que le pauvre Dr Seward ; aussi répondis-je, à mon tour sur un ton enjoué, que je ne connaissais rien en fait d’attelage, et que je n’avais pas encore envie de me laisser mettre le harnais",=,=
1497,"« Il s’excusa d’avoir parlé peut-être trop légèrement et il me pria de lui pardonner une telle erreur en une occasion qui pour lui était particulièrement grave et importante",=,=
1498,"En prononçant ces mots, il avait l’air si navré et en même temps si sérieux qu’il me fut impossible de ne pas éprouver et ne pas arborer la même gravité – Oh",=,=
1499,"Mina, tu vas me traiter d’horrible coquette",=,=
1500,"– encore que je ne pusse m’empêcher d’exulter à part moi en pensant qu’il était le deuxième, aujourd’hui, à me demander ma main",=,=
1501,"Alors, ma chérie, avant même que je n’aie eu le temps de répondre, il se mit à déverser, oui, déverser un torrent de paroles tendres et amoureuses, déposant à mes pieds son cœur et son âme",=,"Alors, ma chérie, avant même que je n’aie eu le temps de répondre, il se mit à déverser, oui, déverser un torrent de paroles tendres et amoureuses, déposant à mes pieds son coeur et son âme"
1502,"Encore une fois, il disait tout cela avec tant de sérieux que jamais plus, dorénavant, je ne penserai d’un homme qu’il est fatalement toujours d’humeur gaie et plein d’entrain, et jamais sérieux, uniquement parce qu’il lui arrive de se montrer parfois joyeux et de parler sur un mode plaisant",=,=
1503,"Sans doute lut-il sur mon visage quelque chose qui l’inquiéta, car il s’interrompit tout à coup et me dit avec une sorte de ferveur fort courageuse qui me l’aurait fait aimer si j’avais été libre :  « – Lucy, vous êtes une jeune fille sincère, parfaitement honnête avec vous-même",=,=
1504,"Je ne serais pas ici à vous parler si je ne le savais pas, si je ne connaissais pas non plus votre franchise",=,=
1505,"Avouez-moi donc, comme si nous étions deux amis l’un en face de l’autre, si vous aimez déjà quelqu’un",=,=
1506,"Dans ce cas, je ne vous importunerai jamais plus, mais je serai pour vous, si vous le voulez bien, un ami très fidèle",=,=
1507,"« Ma chère Mina, pourquoi les hommes ont-ils une telle grandeur d’âme alors que nous, les femmes, sommes si indignes d’eux",=,=
1508,"Je m’en rendis compte soudain ; depuis près d’une demi-heure je ne faisais que plaisanter, et cet homme, à qui je m’adressais sur ce ton, était la distinction, la délicatesse même",=,=
1509,"Je fondis en larmes, car vraiment j’étais très triste, très malheureuse",=,=
1510,"Pourquoi une jeune fille ne peut-elle pas épouser trois hommes, et plus même si elle en a l’occasion",=,=
1511,"Ne crois-tu pas que cela épargnerait bien des ennuis",=,=
1512,"Mais, je le sais, ce ne sont pas là des propos à tenir… Seulement je peux dire que, malgré mes larmes, j’eus le courage de regarder M",=,=
1513,"Morris dans les yeux et lui répondre avec cette franchise dont lui-même venait de parler :  « – Oui, j’aime quelqu’un, bien qu’il ne m’ait pas encore dit, lui, qu’il m’aimait",=,=
1514,"« Je compris tout de suite que j’avais eu raison de lui parler ouvertement, car son visage s’illumina ; il tendit les deux mains, prit les miennes (je crois même que c’est moi qui mit mes mains dans les siennes) et me dit sur un ton le plus cordial :  « – Voilà une petite fille sincère et loyale",=,=
1515,"Il vaut beaucoup mieux arriver trop tard pour gagner votre cœur qu’arriver à temps pour gagner celui de n’importe quelle autre jeune fille de la terre",=,"Il vaut beaucoup mieux arriver trop tard pour gagner votre coeur qu’arriver à temps pour gagner celui de n’importe quelle autre jeune fille de la terre"
1516,"Ne pleurez pas ma chère Lucy ; si c’est pour moi, n’ayez crainte : je suis habitué aux coups et saurai supporter celui-ci",=,=
1517,"Mais si cet autre garçon ne connaît pas encore son bonheur, eh bien",=,=
1518,"il devra prouver bientôt qu’il s’en rend compte et l’apprécie, ou bien il aura affaire à moi",=,=
1519,"Ma petite fille, votre honnêteté, votre courage, votre sincérité vous ont acquis un véritable ami, ce qui est plus rare qu’un amoureux – plus désintéressé en tout cas",=,=
1520,"Ma chère Lucy, je vais devoir parcourir un chemin bien solitaire avant de quitter ce monde pour le Royaume éternel",=,=
1521,"Ne me donnerez-vous pas un baiser, un seul",=,=
1522,"Ce sera pour moi un souvenir qui éclairera ma nuit de temps à autre",=,=
1523,"Dites-vous bien que vous pouvez me le donner si cela vous plaît, puisque cet autre jeune homme – ce doit être un très bon garçon, Lucy, et très attachant, très fin, sinon vous ne l’aimeriez pas – ne s’est pas encore déclaré",=,=
1524,"« Ces derniers mots, Mina, m’attendrirent réellement : n’était-ce pas admirable de parler ainsi d’un rival, alors que, d’autre part, il avait tant de chagrin",=,=
1525,"Je me penchai vers lui et lui donnai un baiser",=,=
1526,"Il se leva, mes deux mains encore dans les siennes, et tandis qu’il promenait longuement les yeux sur mon visage – je sentais que je rougissais beaucoup – il reprit :  « – Ma petite fille, je tiens vos mains dans les miennes, et vous m’avez donné un baiser : si cela ne scelle pas notre amitié, rien ne le fera",=,=
1527,"Merci d’avoir été bonne et si sincère envers moi, et au revoir",=,=
1528,"« Il laissa retomber mes mains, prit son chapeau et se dirigea d’un pas rapide vers la porte sans jeter un regard en arrière, sans verser une larme, sans hésiter, sans s’arrêter… Et moi, je suis ici à pleurer comme un bébé… Oh",=,=
1529,"pourquoi un homme comme celui-là doit-il être si malheureux quand il y a au monde tant de jeunes filles qui baiseraient le sol sur lequel il marche",=,=
1530,"Moi-même je le ferais si j’étais libre, seulement voilà, je ne désire pas être libre",=,=
1531,"Ma chérie, tout cela me trouble beaucoup et, maintenant, je me sens incapable de te décrire mon bonheur, alors que je t’en ai déjà parlé",=,=
1532,"Et je ne veux rien te dire du numéro trois avant que mon bonheur ne soit entier",=,=
1533,"« Ton amie pour toujours",=,=
1534,"« Lucy",=,=
1535,"« P",=,=
1536,"S",=,=
1537,"Oh",=,=
1538,"le numéro trois… Mais ai-je besoin de t’en parler, du numéro trois",=,=
1539,"Tout est d’ailleurs si confus pour moi… Il me semble que quelques minutes à peine se sont écoulées entre le moment où il est entré au salon et celui où il m’a serrée dans ses bras et couverte de baisers",=,=
1540,"Je suis tellement, tellement heureuse",=,=
1541,"Et je ne sais pas ce que j’ai fait pour mériter ce bonheur",=,=
1542,"J’essaierai seulement désormais de prouver à Dieu que je lui suis reconnaissante de m’avoir envoyé, dans sa bonté infinie, un amoureux, un mari et un ami",=,=
1543,"»  « Au revoir",=,=
1544,"»      Journal du Dr",=,=
1545,"Seward    (Enregistré sur phonographe)     25 mai   Assez déprimé aujourd’hui",=,"Seward (Enregistré sur phonographe)      25 mai     Assez déprimé aujourd’hui"
1546,"Pas d’appétit… impossible même de me reposer",=,=
1547,"Alors, j’en reviens à mon journal… Depuis que ma demande en mariage a été repoussée, hier, j’ai l’impression de vivre dans le vide ; plus rien ne me semble assez important pour mériter que l’on s’en occupe… Comme je sais que le seul remède à cet état est le travail, j’ai rassemblé tout ce qui me restait de forces et je suis allé voir mes malades",=,=
1548,"J’en ai examiné un dont le cas me paraît particulièrement intéressant",=,=
1549,"Son comportement est si bizarre que je suis maintenant bien décidé à faire tous les efforts nécessaires pour essayer de comprendre ce qui se passe en lui",=,=
1550,"Il me semble enfin que je commence à pénétrer son mystère",=,=
1551,"Je lui ai posé plus de questions que d’habitude afin de mieux voir à quel genre d’hallucination il est en proie",=,=
1552,"Il y avait une certaine cruauté, je m’en rends compte maintenant, à agir ainsi",=,=
1553,"C’était un peu comme si j’avais voulu le pousser à ne parler que de sa folie, chose que j’évite toujours avec mes malades, exactement comme j’éviterais la gueule de l’enfer",=,=
1554,"(N",=,=
1555,"B",=,=
1556,"En quelles circonstances pourrais-je ne pas éviter la gueule de l’enfer",=,=
1557,") Omnia Romae venalia sunt",=,=
1558,"L’enfer a son prix, lui aussi",=,=
1559,"Verb",=,=
1560,"sap",=,=
1561,"S’il existe quelque chose de réel derrière ce comportement instinctif, cela vaut la peine de rechercher exactement ce qu’il en est ; autant commencer dès maintenant…  R",=,=
1562,"M",=,=
1563,"Renfield aetas 59",=,=
1564,"Tempérament sanguin ; grande force physique ; excitation ; périodes d’abattement, conduisant à des idées fixes que je ne m’explique pas encore",=,=
1565,"J’ai l’impression qu’un tempérament sanguin, s’il vient à se déséquilibrer, peut en arriver à obnubiler complètement la raison ; et ces hommes peuvent devenir dangereux dans la mesure où ils sont dépourvus d’égoïsme",=,=
1566,"Chez les égoïstes, l’instinct de conservation est un bouclier qui protège aussi bien leurs ennemis que leur propre personne",=,=
1567,"Je crois que lorsque le moi reste ferme et solide, la force centripète est en déséquilibre avec la force centrifuge ; quand le devoir, une cause, etc",=,=
1568,"constituent le point fixe, la centrifuge l’emporte, et seuls un hasard ou une série de hasards peuvent rétablir l’équilibre",=,=
1569,"Lettre de Quincey P",=,=
1570,"Morris    à l’honorable Arthur Holmwood     25 mai   « Mon cher Art,  « Nous nous sommes raconté des histoires à n’en plus finir, assis dans la prairie, près du feu de camp ; et, réciproquement, nous avons pansé nos blessures après avoir essayé d’aborder aux îles Marquises ; puis nous avons bu à la santé de l’un et de l’autre au bord du lac Titicaca",=,"Morris à l’honorable Arthur Holmwood      25 mai     « Mon cher Art,  « Nous nous sommes raconté des histoires à n’en plus finir, assis dans la prairie, près du feu de camp ; et, réciproquement, nous avons pansé nos blessures après avoir essayé d’aborder aux îles Marquises ; puis nous avons bu à la santé de l’un et de l’autre au bord du lac Titicaca"
1571,"J’aurais encore d’autres histoires à raconter, d’autres blessures à guérir, et une autre santé à porter",=,=
1572,"Voulez-vous que ce soit demain soir, près de mon feu de camp",=,=
1573,"Je n’ai aucun scrupule à vous le demander, puisque je sais qu’une certaine dame est invitée à un certain grand dîner, et donc, que vous êtes libre",=,=
1574,"Nous ne serons que trois, le troisième étant notre vieux Jack Seward",=,=
1575,"Lui et moi désirons mélanger nos larmes à notre vin et, de tout cœur, boire à la santé de l’homme le plus heureux du monde, qui a su gagner le cœur le plus noble de la création, et le plus digne d’être gagné",=,"Lui et moi désirons mélanger nos larmes à notre vin et, de tout coeur, boire à la santé de l’homme le plus heureux du monde, qui a su gagner le coeur le plus noble de la création, et le plus digne d’être gagné"
